Mod:Item:MetaData, Localized Name
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
baubles:ring:0, Miner's Ring
ae2wtlib:infinity_booster_card, Infinity Booster Card
ae2wtlib:wut, Wireless Ultimate Terminal
ae2wtlib:wut_creative, Creative Wireless Ultimate Terminal
animalium:wild_dog_pelt, Wild Dog Pelt
animalium:bear_meat, Raw Bear Meat
animalium:bear_meat_cooked, Cooked Bear Meat
animalium:bear_claw, Bear Claw
animalium:bear_claw_paxel, Bear Claw Paxel
animalium:rat_meat, Raw Rat Meat
animalium:rat_meat_cooked, Cooked Rat Meat
animalium:dog_boots, Wild Dog Pelt Boots
inspirations:materials:0, Blank Lock
inspirations:materials:1, Blank Key
inspirations:materials:8, Stone Rod
inspirations:edibles:0, Heartbeet
inspirations:books:0, White Book
inspirations:books:1, Orange Book
inspirations:books:2, Magenta Book
inspirations:books:3, Light Blue Book
inspirations:books:4, Yellow Book
inspirations:books:5, Lime Book
inspirations:books:6, Pink Book
inspirations:books:7, Gray Book
inspirations:books:8, Light Gray Book
inspirations:books:9, Cyan Book
inspirations:books:10, Purple Book
inspirations:books:11, Blue Book
inspirations:books:12, Brown Book
inspirations:books:13, Green Book
inspirations:books:14, Red Book
inspirations:books:15, Black Book
inspirations:books:16, Trapped Book
inspirations:bookshelf:0, Bookshelf
inspirations:bookshelf:0, Bookshelf
inspirations:bookshelf:0, Bookshelf
inspirations:bookshelf:0, Bookshelf
inspirations:bookshelf:0, Bookshelf
inspirations:bookshelf:0, Bookshelf
inspirations:bookshelf:1, Rainbow Bookshelf
inspirations:bookshelf:1, Rainbow Bookshelf
inspirations:bookshelf:1, Rainbow Bookshelf
inspirations:bookshelf:1, Rainbow Bookshelf
inspirations:bookshelf:1, Rainbow Bookshelf
inspirations:bookshelf:1, Rainbow Bookshelf
inspirations:bookshelf:2, Tomes Bookshelf
inspirations:bookshelf:2, Tomes Bookshelf
inspirations:bookshelf:2, Tomes Bookshelf
inspirations:bookshelf:2, Tomes Bookshelf
inspirations:bookshelf:2, Tomes Bookshelf
inspirations:bookshelf:2, Tomes Bookshelf
inspirations:bookshelf:3, Ancient Bookshelf
inspirations:bookshelf:3, Ancient Bookshelf
inspirations:bookshelf:3, Ancient Bookshelf
inspirations:bookshelf:3, Ancient Bookshelf
inspirations:bookshelf:3, Ancient Bookshelf
inspirations:bookshelf:3, Ancient Bookshelf
inspirations:rope:0, Rope
inspirations:rope:1, Chain
inspirations:rope:2, Vine Rope
inspirations:mulch:0, Mulch
inspirations:mulch:1, Brown Mulch
inspirations:mulch:2, Yellow Mulch
inspirations:mulch:3, Amber Mulch
inspirations:mulch:4, Ruby Mulch
inspirations:mulch:5, Red Mulch
inspirations:mulch:6, Black Mulch
inspirations:mulch:7, Blue Mulch
inspirations:path:0, Cobble Path
inspirations:path:1, Round Path
inspirations:path:2, Path Tiles
inspirations:path:3, Bricks Path
inspirations:flower:0, Rose
inspirations:flower:1, Syringa
inspirations:flower:2, Paeonia
inspirations:flower:3, Cyan Flower
inspirations:enlightened_bush:0, White Enlightened Bush
inspirations:enlightened_bush:0, White Enlightened Bush
inspirations:enlightened_bush:0, White Enlightened Bush
inspirations:enlightened_bush:0, White Enlightened Bush
inspirations:enlightened_bush:0, White Enlightened Bush
inspirations:enlightened_bush:0, White Enlightened Bush
inspirations:enlightened_bush:0, White Enlightened Bush
inspirations:enlightened_bush:0, White Enlightened Bush
inspirations:enlightened_bush:0, White Enlightened Bush
inspirations:enlightened_bush:0, White Enlightened Bush
inspirations:enlightened_bush:1, Red Enlightened Bush
inspirations:enlightened_bush:1, Red Enlightened Bush
inspirations:enlightened_bush:1, Red Enlightened Bush
inspirations:enlightened_bush:1, Red Enlightened Bush
inspirations:enlightened_bush:1, Red Enlightened Bush
inspirations:enlightened_bush:1, Red Enlightened Bush
inspirations:enlightened_bush:1, Red Enlightened Bush
inspirations:enlightened_bush:1, Red Enlightened Bush
inspirations:enlightened_bush:1, Red Enlightened Bush
inspirations:enlightened_bush:1, Red Enlightened Bush
inspirations:enlightened_bush:2, Green Enlightened Bush
inspirations:enlightened_bush:2, Green Enlightened Bush
inspirations:enlightened_bush:2, Green Enlightened Bush
inspirations:enlightened_bush:2, Green Enlightened Bush
inspirations:enlightened_bush:2, Green Enlightened Bush
inspirations:enlightened_bush:2, Green Enlightened Bush
inspirations:enlightened_bush:2, Green Enlightened Bush
inspirations:enlightened_bush:2, Green Enlightened Bush
inspirations:enlightened_bush:2, Green Enlightened Bush
inspirations:enlightened_bush:2, Green Enlightened Bush
inspirations:enlightened_bush:3, Blue Enlightened Bush
inspirations:enlightened_bush:3, Blue Enlightened Bush
inspirations:enlightened_bush:3, Blue Enlightened Bush
inspirations:enlightened_bush:3, Blue Enlightened Bush
inspirations:enlightened_bush:3, Blue Enlightened Bush
inspirations:enlightened_bush:3, Blue Enlightened Bush
inspirations:enlightened_bush:3, Blue Enlightened Bush
inspirations:enlightened_bush:3, Blue Enlightened Bush
inspirations:enlightened_bush:3, Blue Enlightened Bush
inspirations:enlightened_bush:3, Blue Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:4, Rainbow Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:enlightened_bush:5, Christmas Enlightened Bush
inspirations:glass_door, Glass Door
inspirations:glass_trapdoor:0, Glass Trapdoor
inspirations:torch_lever:0, Torch Lever
inspirations:bricks_button:0, Bricks Button
inspirations:bricks_button:1, Nether Brick Button
inspirations:redstone_barrel:0, Redstone Barrel
inspirations:redstone_torch_lever:0, Redstone Torch Lever
inspirations:carpeted_trapdoor_white:0, White Carpeted Trapdoor
inspirations:carpeted_trapdoor_orange:0, Orange Carpeted Trapdoor
inspirations:carpeted_trapdoor_magenta:0, Magenta Carpeted Trapdoor
inspirations:carpeted_trapdoor_light_blue:0, Light Blue Carpeted Trapdoor
inspirations:carpeted_trapdoor_yellow:0, Yellow Carpeted Trapdoor
inspirations:carpeted_trapdoor_lime:0, Lime Carpeted Trapdoor
inspirations:carpeted_trapdoor_pink:0, Pink Carpeted Trapdoor
inspirations:carpeted_trapdoor_gray:0, Gray Carpeted Trapdoor
inspirations:carpeted_trapdoor_silver:0, Light Gray Carpeted Trapdoor
inspirations:carpeted_trapdoor_cyan:0, Cyan Carpeted Trapdoor
inspirations:carpeted_trapdoor_purple:0, Purple Carpeted Trapdoor
inspirations:carpeted_trapdoor_blue:0, Blue Carpeted Trapdoor
inspirations:carpeted_trapdoor_brown:0, Brown Carpeted Trapdoor
inspirations:carpeted_trapdoor_green:0, Green Carpeted Trapdoor
inspirations:carpeted_trapdoor_red:0, Red Carpeted Trapdoor
inspirations:carpeted_trapdoor_black:0, Black Carpeted Trapdoor
inspirations:collector:0, Collector
inspirations:pipe:0, Pipe
inspirations:arrow, item.inspirations.arrow.name
inspirations:redstone_charger, Redstone Charger
inspirations:wooden_crook, Wooden Crook
inspirations:stone_crook, Stone Crook
inspirations:bone_crook, Bone Crook
inspirations:blaze_crook, Blaze Rod Crook
inspirations:wither_crook, Withered Bone Crook
inspirations:north_compass, North Compass
inspirations:barometer, Barometer
inspirations:photometer, Photometer
inspirations:waypoint_compass:0, Beacon Compass
inspirations:dyed_bottle:15, White Dyed Water Bottle
inspirations:dyed_bottle:14, Orange Dyed Water Bottle
inspirations:dyed_bottle:13, Magenta Dyed Water Bottle
inspirations:dyed_bottle:12, Light Blue Dyed Water Bottle
inspirations:dyed_bottle:11, Yellow Dyed Water Bottle
inspirations:dyed_bottle:10, Lime Dyed Water Bottle
inspirations:dyed_bottle:9, Pink Dyed Water Bottle
inspirations:dyed_bottle:8, Gray Dyed Water Bottle
inspirations:dyed_bottle:7, Light Gray Dyed Water Bottle
inspirations:dyed_bottle:6, Cyan Dyed Water Bottle
inspirations:dyed_bottle:5, Purple Dyed Water Bottle
inspirations:dyed_bottle:4, Blue Dyed Water Bottle
inspirations:dyed_bottle:3, Brown Dyed Water Bottle
inspirations:dyed_bottle:2, Green Dyed Water Bottle
inspirations:dyed_bottle:1, Red Dyed Water Bottle
inspirations:dyed_bottle:0, Black Dyed Water Bottle
inspirations:potato_soup, Potato Soup
inspirations:cactus_seeds, Cactus Seeds
inspirations:sugar_cane_seeds, Sugar Cane Seeds
inspirations:carrot_seeds, Carrot Seeds
inspirations:potato_seeds, Potato Seeds
atomicscience:hazmat_mask, Hazmat Mask M1A
atomicscience:hazmat_body, Hazmat Upper body M1A
atomicscience:hazmat_leggings, Hazmat Lower Body M1A
atomicscience:hazmat_boots, Hazmat Boots M1A
atomicscience:hazmat_color_mask, Hazmat Mask M1B
atomicscience:hazmat_color_body, Hazmat Upper body M1B
atomicscience:hazmat_color_leggings, Hazmat Lower Body M1B
atomicscience:hazmat_color_boots, Hazmat Boots M1B
atomicscience:fluid_cell, Fluid Cell
atomicscience:powered_cell, Powered Cell
atomicscience:fissile_fuel_cell, Fission Fuel Rod
atomicscience:breeder_fuel_cell, Fission Breeder Rod
atomicscience:cell_empty, Empty Cell
atomicscience:yellow_cake, Yellow Cake
atomicscience:uranium_234, Uranium 234
atomicscience:uranium_235, Uranium 235
atomicscience:uranium_238, Uranium 238
atomicscience:processing_waste, Toxic Mineral Waste
atomicscience:toxic_waste, Toxic Waste
atomicscience:heat_probe, Thermal Probe
atomicscience:wrench, Adjuster
atomicscience:reactor_cell, Fission Reactor Core
atomicscience:reactor_controller, Fission Reactor Controller
atomicscience:steam_funnel, Steam Funnel
atomicscience:steam_turbine, Steam Turbine
atomicscience:uranium_ore, Uranium Ore
atomicscience:chem_extractor, Chemical Extractor
atomicscience:chem_boiler, Chemical Boiler
atomicscience:chem_centrifuge, Chemical Centrifuge
atomicscience:rod_pipe, Reactor Rod Conveyor
atomicscience:rod_pipe_inv, Reactor Rod Storage Conveyor
atomicscience:cap_relay, Connection Relay
atomicscience:magnet, Electromagnet
atomicscience:accelerator_tube, Accelerator Tube
atomicscience:accelerator_gun, Accelerator Entry
atomicscience:accelerator_exit, Accelerator Exit
atomicscience:particle_detector, Particle Detector
atomicscience:laser_emitter, Laser Emitter
atomicscience:laser_booster, Laser Booster
atomicscience:item_container, Item Holder
atomicscience:sensor_thermal_redstone, Thermal Sensor Redstone
quark:pickarang, item.pickarang.name
quark:arrow_ender, item.arrow_ender.name
quark:arrow_explosive, item.arrow_explosive.name
quark:arrow_torch, item.arrow_torch.name
quark:slime_bucket:0, Slime in a Bucket
quark:rune:0, White Rune
quark:rune:1, Orange Rune
quark:rune:2, Magenta Rune
quark:rune:3, Light Blue Rune
quark:rune:4, Yellow Rune
quark:rune:5, Lime Rune
quark:rune:6, Pink Rune
quark:rune:7, Gray Rune
quark:rune:8, Light Gray Rune
quark:rune:9, Cyan Rune
quark:rune:10, Purple Rune
quark:rune:11, Blue Rune
quark:rune:12, Brown Rune
quark:rune:13, Green Rune
quark:rune:14, Red Rune
quark:rune:15, Black Rune
quark:rune:16, Rainbow Rune
quark:black_ash, tile.black_ash.name
quark:ancient_tome, item.ancient_tome.name
quark:horse_whistle, item.horse_whistle.name
quark:soul_powder, item.soul_powder.name
quark:parrot_egg:0, Red Parrot Egg
quark:parrot_egg:1, Blue Parrot Egg
quark:parrot_egg:2, Green Parrot Egg
quark:parrot_egg:3, Cyan Parrot Egg
quark:parrot_egg:4, Gray Parrot Egg
quark:enderdragon_scale, item.enderdragon_scale.name
quark:glass_shards:0, Glass Shard
quark:glass_shards:1, White Glass Shard
quark:glass_shards:2, Orange Glass Shard
quark:glass_shards:3, Magenta Glass Shard
quark:glass_shards:4, Light Blue Glass Shard
quark:glass_shards:5, Yellow Glass Shard
quark:glass_shards:6, Lime Glass Shard
quark:glass_shards:7, Pink Glass Shard
quark:glass_shards:8, Gray Glass Shard
quark:glass_shards:9, Light Gray Glass Shard
quark:glass_shards:10, Cyan Glass Shard
quark:glass_shards:11, Purple Glass Shard
quark:glass_shards:12, Blue Glass Shard
quark:glass_shards:13, Brown Glass Shard
quark:glass_shards:14, Green Glass Shard
quark:glass_shards:15, Red Glass Shard
quark:glass_shards:16, Black Glass Shard
quark:spruce_trapdoor, tile.spruce_trapdoor.name
quark:birch_trapdoor, tile.birch_trapdoor.name
quark:jungle_trapdoor, tile.jungle_trapdoor.name
quark:acacia_trapdoor, tile.acacia_trapdoor.name
quark:dark_oak_trapdoor, tile.dark_oak_trapdoor.name
quark:paper_wall, tile.paper_wall.name
quark:paper_wall_big, tile.paper_wall_big.name
quark:paper_wall_sakura, tile.paper_wall_sakura.name
quark:iron_ladder, tile.iron_ladder.name
quark:paper_lantern:0, Paper Lamp
quark:paper_lantern:1, Decorated Paper Lamp
quark:colored_flowerpot_white, tile.colored_flowerpot_white.name
quark:colored_flowerpot_orange, tile.colored_flowerpot_orange.name
quark:colored_flowerpot_magenta, tile.colored_flowerpot_magenta.name
quark:colored_flowerpot_light_blue, tile.colored_flowerpot_light_blue.name
quark:colored_flowerpot_yellow, tile.colored_flowerpot_yellow.name
quark:colored_flowerpot_lime, tile.colored_flowerpot_lime.name
quark:colored_flowerpot_pink, tile.colored_flowerpot_pink.name
quark:colored_flowerpot_gray, tile.colored_flowerpot_gray.name
quark:colored_flowerpot_silver, tile.colored_flowerpot_silver.name
quark:colored_flowerpot_cyan, tile.colored_flowerpot_cyan.name
quark:colored_flowerpot_purple, tile.colored_flowerpot_purple.name
quark:colored_flowerpot_blue, tile.colored_flowerpot_blue.name
quark:colored_flowerpot_brown, tile.colored_flowerpot_brown.name
quark:colored_flowerpot_green, tile.colored_flowerpot_green.name
quark:colored_flowerpot_red, tile.colored_flowerpot_red.name
quark:colored_flowerpot_black, tile.colored_flowerpot_black.name
quark:custom_bookshelf:0, Spruce Bookshelf
